student_id,name,gender,email_id,password,contact_number,date_of_birth
B25325,Ritu Mehta,F,ritumehta34@hms.com,B25325,+918569726596,2005-04-11
B25603,Ritu Nair,F,ritunair26@hms.com,B25603,+918826372063,2005-10-01
B25624,Sita Joshi,F,sitajoshi30@hms.com,B25624,+916270178078,2007-10-01
B25590,Pooja Pillai,F,poojapillai73@hms.com,B25590,+917619219649,2006-05-10
B25666,Ritu Joshi,F,ritujoshi13@hms.com,B25666,+918496147117,2004-09-08
B25758,Priya Mehta,F,priyamehta92@hms.com,B25758,+917285142645,2004-04-15
B25156,Ritu Reddy,F,ritureddy20@hms.com,B25156,+919103460754,2006-11-13
B25812,Priya Pillai,F,priyapillai85@hms.com,B25812,+917219396998,2007-06-12
B25947,Divya Ghosh,F,divyaghosh24@hms.com,B25947,+917137393545,2007-09-21
B25888,Anjali Verma,F,anjaliverma81@hms.com,B25888,+916110170348,2006-03-24
B25767,Kavya Pillai,F,kavyapillai79@hms.com,B25767,+917563979295,2007-06-19
B25258,Kavya Sharma,F,kavyasharma63@hms.com,B25258,+919982194810,2005-05-29
B25649,Meena Das,F,meenadas31@hms.com,B25649,+917552208872,2006-09-30
B25144,Sneha Iyer,F,snehaiyer82@hms.com,B25144,+918504831943,2004-01-28
B25347,Ritu Ghosh,F,ritughosh14@hms.com,B25347,+917980012693,2005-09-22
B25440,Pooja Iyer,F,poojaiyer47@hms.com,B25440,+918610336840,2006-12-27
B25240,Kavya Pillai,F,kavyapillai98@hms.com,B25240,+917667555631,2004-12-26
B25575,Sita Verma,F,sitaverma92@hms.com,B25575,+918347647042,2007-10-21
B25620,Meena Joshi,F,meenajoshi32@hms.com,B25620,+919327457939,2006-03-23
B25450,Divya Nair,F,divyanair92@hms.com,B25450,+918747512404,2007-05-29
B25409,Priya Reddy,F,priyareddy50@hms.com,B25409,+916513377612,2005-07-17
B25110,Pooja Ghosh,F,poojaghosh87@hms.com,B25110,+919353067067,2004-07-11
B25468,Sita Das,F,sitadas78@hms.com,B25468,+919760914551,2007-01-14
B25486,Ritu Ghosh,F,ritughosh15@hms.com,B25486,+917292683382,2004-03-27
B25112,Anjali Joshi,F,anjalijoshi14@hms.com,B25112,+916399068597,2004-05-23
B25321,Sita Joshi,F,sitajoshi65@hms.com,B25321,+916849835121,2007-02-10
B25677,Priya Reddy,F,priyareddy48@hms.com,B25677,+916646310257,2005-11-13
B25658,Meena Pillai,F,meenapillai14@hms.com,B25658,+916618592551,2006-12-21
B25918,Ritu Mehta,F,ritumehta74@hms.com,B25918,+919600168702,2004-12-03
B25275,Kavya Joshi,F,kavyajoshi96@hms.com,B25275,+916295298379,2004-12-10
B25732,Sneha Verma,F,snehaverma47@hms.com,B25732,+919697466673,2005-03-08
B25879,Ritu Nair,F,ritunair81@hms.com,B25879,+916406781223,2007-11-02
B25372,Meena Joshi,F,meenajoshi54@hms.com,B25372,+919695393443,2007-03-27
B25329,Priya Nair,F,priyanair43@hms.com,B25329,+916176125886,2007-07-10
B25844,Kavya Reddy,F,kavyareddy40@hms.com,B25844,+916864913543,2007-03-12
B25852,Kavya Reddy,F,kavyareddy39@hms.com,B25852,+916565187909,2005-02-03
B25234,Pooja Joshi,F,poojajoshi78@hms.com,B25234,+917050305033,2004-04-26
B25596,Divya Reddy,F,divyareddy85@hms.com,B25596,+919351842231,2004-03-26
B25657,Ritu Ghosh,F,ritughosh27@hms.com,B25657,+919054663646,2007-05-30
B25713,Sita Verma,F,sitaverma29@hms.com,B25713,+917691230597,2006-01-21
B25224,Neha Sharma,F,nehasharma50@hms.com,B25224,+917693538404,2004-06-23
B25805,Pooja Pillai,F,poojapillai11@hms.com,B25805,+917577316092,2004-07-31
B25277,Pooja Ghosh,F,poojaghosh69@hms.com,B25277,+916721140068,2004-03-01
B25445,Anjali Nair,F,anjalinair94@hms.com,B25445,+918869692250,2006-02-17
B25640,Kavya Nair,F,kavyanair56@hms.com,B25640,+916343818686,2006-04-05
B25897,Neha Joshi,F,nehajoshi19@hms.com,B25897,+918137448864,2004-08-14
B25369,Kavya Ghosh,F,kavyaghosh32@hms.com,B25369,+919969696117,2004-10-18
B25188,Pooja Sharma,F,poojasharma85@hms.com,B25188,+917155976286,2004-01-22
B25179,Sneha Nair,F,snehanair20@hms.com,B25179,+918949202051,2006-09-22
B25745,Divya Ghosh,F,divyaghosh71@hms.com,B25745,+919967815493,2006-06-27
B25338,Sita Nair,F,sitanair26@hms.com,B25338,+916253807312,2006-01-25
B25232,Ritu Mehta,F,ritumehta26@hms.com,B25232,+916945708531,2007-12-10
B25581,Divya Nair,F,divyanair11@hms.com,B25581,+917199447388,2006-04-29
B25218,Sneha Mehta,F,snehamehta72@hms.com,B25218,+917271606805,2005-07-16
B25368,Meena Joshi,F,meenajoshi53@hms.com,B25368,+916412412639,2005-04-04
B25680,Neha Das,F,nehadas94@hms.com,B25680,+916595215915,2006-08-08
B25206,Kavya Joshi,F,kavyajoshi79@hms.com,B25206,+919097118239,2006-07-26
B25791,Divya Sharma,F,divyasharma24@hms.com,B25791,+919985730046,2004-05-29
B25489,Kavya Ghosh,F,kavyaghosh92@hms.com,B25489,+919716726763,2004-05-26
B25354,Ritu Nair,F,ritunair57@hms.com,B25354,+919648115197,2004-04-23
B25813,Meena Joshi,F,meenajoshi59@hms.com,B25813,+917026355076,2007-07-31
B25795,Sneha Sharma,F,snehasharma13@hms.com,B25795,+917611167475,2007-09-08
B25832,Priya Pillai,F,priyapillai82@hms.com,B25832,+916877006611,2005-06-08
B25889,Sneha Das,F,snehadas66@hms.com,B25889,+917930935142,2007-01-19
B25271,Sneha Verma,F,snehaverma84@hms.com,B25271,+918324833056,2006-02-12
B25103,Anjali Verma,F,anjaliverma60@hms.com,B25103,+917880703390,2007-05-25
B25871,Priya Sharma,F,priyasharma55@hms.com,B25871,+917847619133,2007-08-01
B25320,Ritu Ghosh,F,ritughosh21@hms.com,B25320,+919188564878,2004-07-23
B25210,Kavya Das,F,kavyadas92@hms.com,B25210,+918715910817,2004-03-27
B25399,Neha Verma,F,nehaverma79@hms.com,B25399,+916035898500,2007-09-08
B25505,Priya Verma,F,priyaverma47@hms.com,B25505,+918470522621,2005-09-04
B25511,Anjali Ghosh,F,anjalighosh45@hms.com,B25511,+917328492318,2006-06-03
B25404,Pooja Mehta,F,poojamehta91@hms.com,B25404,+918553332203,2006-10-30
B25859,Sneha Das,F,snehadas43@hms.com,B25859,+918078293926,2005-07-05
B25517,Sita Sharma,F,sitasharma62@hms.com,B25517,+917978994616,2004-12-27
B25262,Priya Ghosh,F,priyaghosh74@hms.com,B25262,+917813681679,2004-10-23
B25343,Sita Pillai,F,sitapillai45@hms.com,B25343,+916906445231,2007-02-20
B25101,Priya Sharma,F,priyasharma45@hms.com,B25101,+917204390366,2004-02-25
B25728,Ritu Pillai,F,ritupillai50@hms.com,B25728,+918474110528,2007-06-01
B25419,Anjali Joshi,F,anjalijoshi84@hms.com,B25419,+916243483118,2005-07-26
B25774,Kavya Mehta,F,kavyamehta64@hms.com,B25774,+919827827763,2006-03-22
B25200,Kavya Mehta,F,kavyamehta25@hms.com,B25200,+916701752044,2005-07-04
B25984,Kavya Das,F,kavyadas73@hms.com,B25984,+916224832115,2007-02-15
B25216,Anjali Pillai,F,anjalipillai16@hms.com,B25216,+917923512969,2007-09-20
B25946,Pooja Nair,F,poojanair80@hms.com,B25946,+916607072546,2006-03-01
B25890,Sneha Iyer,F,snehaiyer84@hms.com,B25890,+919260718435,2005-08-17
B25662,Meena Joshi,F,meenajoshi72@hms.com,B25662,+919515081933,2004-01-29
B25966,Pooja Joshi,F,poojajoshi15@hms.com,B25966,+916429157456,2005-07-04
B25169,Meena Ghosh,F,meenaghosh38@hms.com,B25169,+917516793000,2007-01-03
B25124,Ritu Nair,F,ritunair59@hms.com,B25124,+918031983262,2007-03-22
B25843,Priya Sharma,F,priyasharma37@hms.com,B25843,+919116952142,2007-09-05
B25166,Priya Reddy,F,priyareddy88@hms.com,B25166,+917326437617,2006-06-06
B25636,Meena Das,F,meenadas10@hms.com,B25636,+917622661241,2005-11-09
B25916,Priya Pillai,F,priyapillai18@hms.com,B25916,+918049806075,2006-09-10
B25431,Divya Pillai,F,divyapillai24@hms.com,B25431,+919289587616,2004-06-11
B25255,Sita Reddy,F,sitareddy76@hms.com,B25255,+916679617099,2007-07-17
B25746,Sita Verma,F,sitaverma32@hms.com,B25746,+919397641838,2004-12-10
B25268,Anjali Joshi,F,anjalijoshi92@hms.com,B25268,+918801922155,2006-09-04
B25711,Meena Verma,F,meenaverma31@hms.com,B25711,+918112020903,2006-12-31
B25934,Ritu Mehta,F,ritumehta32@hms.com,B25934,+916385803413,2006-06-13
B25560,Sita Iyer,F,sitaiyer31@hms.com,B25560,+917097352199,2005-09-21
B25577,Pooja Das,F,poojadas99@hms.com,B25577,+917108461908,2004-03-31
B25945,Meena Pillai,F,meenapillai99@hms.com,B25945,+918830515496,2007-03-16
B25883,Meena Nair,F,meenanair75@hms.com,B25883,+918519851172,2007-03-19
B25140,Divya Nair,F,divyanair71@hms.com,B25140,+919073897266,2005-02-21
B25127,Kavya Reddy,F,kavyareddy26@hms.com,B25127,+918155611830,2004-12-15
B25207,Neha Pillai,F,nehapillai14@hms.com,B25207,+918877775092,2007-09-23
B25233,Ritu Mehta,F,ritumehta71@hms.com,B25233,+917156887631,2005-09-27
B25107,Meena Nair,F,meenanair20@hms.com,B25107,+919990419226,2006-04-13
B25771,Divya Sharma,F,divyasharma40@hms.com,B25771,+917729662136,2004-11-22
B25957,Ritu Reddy,F,ritureddy45@hms.com,B25957,+918643070812,2006-06-22
B25949,Sneha Pillai,F,snehapillai40@hms.com,B25949,+918012242230,2005-07-30
B25926,Sneha Joshi,F,snehajoshi77@hms.com,B25926,+917171920052,2007-08-01
B25900,Sneha Sharma,F,snehasharma74@hms.com,B25900,+918226091184,2005-03-02
B25634,Sneha Verma,F,snehaverma73@hms.com,B25634,+919320505179,2005-12-30
B25209,Meena Ghosh,F,meenaghosh69@hms.com,B25209,+917115485591,2007-08-15
B25149,Kavya Mehta,F,kavyamehta67@hms.com,B25149,+918485455751,2007-12-28
B25433,Kavya Mehta,F,kavyamehta16@hms.com,B25433,+916718098459,2004-01-09
B25316,Neha Joshi,F,nehajoshi40@hms.com,B25316,+916892961115,2007-10-25
B25162,Sita Verma,F,sitaverma13@hms.com,B25162,+916503019743,2005-01-30
B25159,Neha Iyer,F,nehaiyer98@hms.com,B25159,+917152844315,2004-10-28
B25448,Sita Iyer,F,sitaiyer99@hms.com,B25448,+919355311077,2004-04-13
B25123,Pooja Iyer,F,poojaiyer96@hms.com,B25123,+918159892953,2007-11-09
B25712,Ritu Verma,F,rituverma30@hms.com,B25712,+919026706040,2006-03-04
B25272,Neha Reddy,F,nehareddy46@hms.com,B25272,+918994461494,2005-04-12
B25434,Anjali Mehta,F,anjalimehta31@hms.com,B25434,+919824940835,2004-01-12
B25181,Pooja Joshi,F,poojajoshi86@hms.com,B25181,+916848690310,2006-08-20
B25248,Priya Mehta,F,priyamehta59@hms.com,B25248,+917262172251,2006-01-28
B25402,Meena Pillai,F,meenapillai15@hms.com,B25402,+917337190414,2005-04-09
B25339,Divya Ghosh,F,divyaghosh77@hms.com,B25339,+916146727493,2005-11-10
B25122,Pooja Iyer,F,poojaiyer98@hms.com,B25122,+916212238219,2004-11-26
B25379,Meena Das,F,meenadas46@hms.com,B25379,+916291625714,2006-07-07
B25246,Meena Reddy,F,meenareddy67@hms.com,B25246,+916044189180,2004-03-02
B25616,Kavya Sharma,F,kavyasharma89@hms.com,B25616,+917490039533,2005-10-04
B25950,Anjali Mehta,F,anjalimehta51@hms.com,B25950,+917626913910,2007-11-07
B25954,Kavya Verma,F,kavyaverma23@hms.com,B25954,+917575986498,2005-08-03
B25350,Sneha Joshi,F,snehajoshi17@hms.com,B25350,+917567789657,2004-03-02
B25351,Meena Nair,F,meenanair15@hms.com,B25351,+917334588309,2005-06-07
B25584,Kavya Iyer,F,kavyaiyer67@hms.com,B25584,+917031577710,2006-03-15
B25724,Ritu Mehta,F,ritumehta95@hms.com,B25724,+916655364526,2005-10-22
B25289,Sneha Das,F,snehadas88@hms.com,B25289,+918519190009,2006-11-28
B25305,Pooja Iyer,F,poojaiyer38@hms.com,B25305,+916933185524,2004-03-11
B25196,Neha Verma,F,nehaverma52@hms.com,B25196,+917508028846,2007-12-12
B25167,Neha Mehta,F,nehamehta96@hms.com,B25167,+916973892419,2007-05-16
B25287,Neha Das,F,nehadas19@hms.com,B25287,+916496512938,2005-03-14
B25535,Divya Iyer,F,divyaiyer39@hms.com,B25535,+918540401170,2004-12-09
B25921,Pooja Nair,F,poojanair28@hms.com,B25921,+918931863326,2004-09-20
B25850,Divya Reddy,F,divyareddy17@hms.com,B25850,+916620178360,2006-11-24
B25939,Anjali Pillai,F,anjalipillai68@hms.com,B25939,+919278098078,2007-09-28
B25477,Kavya Verma,F,kavyaverma79@hms.com,B25477,+916397575045,2005-06-17
B25963,Kavya Ghosh,F,kavyaghosh57@hms.com,B25963,+918260428789,2006-09-06
B25646,Divya Pillai,F,divyapillai92@hms.com,B25646,+919335132533,2007-12-24
B25626,Priya Verma,F,priyaverma97@hms.com,B25626,+917467663377,2007-05-05
B25444,Neha Reddy,F,nehareddy96@hms.com,B25444,+919091037082,2006-01-16
B25157,Sneha Joshi,F,snehajoshi12@hms.com,B25157,+918539564549,2007-12-03
B25953,Meena Mehta,F,meenamehta52@hms.com,B25953,+919253987756,2006-11-08
B25858,Pooja Sharma,F,poojasharma38@hms.com,B25858,+918008332560,2006-07-10
B25834,Sneha Nair,F,snehanair64@hms.com,B25834,+919216074273,2006-11-08
B25479,Meena Joshi,F,meenajoshi55@hms.com,B25479,+918216929348,2004-06-04
B25654,Sneha Pillai,F,snehapillai45@hms.com,B25654,+917492580733,2006-03-22
B25564,Pooja Joshi,F,poojajoshi31@hms.com,B25564,+916938806026,2006-12-27
B25556,Meena Ghosh,F,meenaghosh23@hms.com,B25556,+919395993715,2006-08-02
B25519,Priya Verma,F,priyaverma83@hms.com,B25519,+918385105535,2005-06-10
B25895,Pooja Ghosh,F,poojaghosh63@hms.com,B25895,+918920559046,2006-10-04
B25104,Divya Verma,F,divyaverma25@hms.com,B25104,+919086198033,2007-07-13
B25500,Ritu Nair,F,ritunair69@hms.com,B25500,+917223165678,2007-08-22
B25896,Anjali Verma,F,anjaliverma64@hms.com,B25896,+916251564896,2007-11-07
B25760,Ritu Ghosh,F,ritughosh97@hms.com,B25760,+919171634808,2007-10-10
